,Final_matn,matn_length,chapter_no,chapter,level
139,نبي غسل جنب دعا شىء حلب أخذ بكف بدأ بشق رأس ايم يسر رأس,135,5,Bathing (Ghusl) - كتاب الغسل,صعب
140,يمن صبب نبي غسل أفرغ بيم يسر غسل غسل فرج بيد ارض مسح ترب غسل ضمض نشق غسل وجه أفض رأس نحى غسل قدم اتي ندل فلم نفض,235,5,Bathing (Ghusl) - كتاب الغسل,سهل
141,نبي غسل جنب غسل فرج بيد دلك حئط غسل وضأ وضء صلة فلم فرغ غسل غسل رجل,141,5,Bathing (Ghusl) - كتاب الغسل,سهل
142,كنت غسل نبي انء خلف ايد,73,5,Bathing (Ghusl) - كتاب الغسل,سهل
143,غسل جنب غسل يده,64,5,Bathing (Ghusl) - كتاب الغسل,سهل
144,عئش كنت غسل نبي انء جنب,77,5,Bathing (Ghusl) - كتاب الغسل,سهل
145,نبي رأة نسه غسل انء زاد سلم وهب شعب جنب,105,5,Bathing (Ghusl) - كتاب الغسل,صعب
146,يمن وضع رسل ماء غسل أفرغ يده غسل مرت مرت ثلث فرغ بيم شمل غسل مذاكير دلك يده ارض ضمض نشق غسل وجه ويد غسل رأس ثلث فرغ جسد نحى قمه غسل قدم,268,5,Bathing (Ghusl) - كتاب الغسل,صعب
147,يمن حرث وضع رسل غسل ستر فصب يده غسل مرة مرت سلم ادر ذكر ثلث فرغ بيم شمل غسل فرج دلك يده ارض حئط ضمض نشق غسل وجه ويد غسل رأس صب جسد نحى غسل قدم نول خرق بيد ولم يرد,334,5,Bathing (Ghusl) - كتاب الغسل,سهل
148,ذكر لعش فقل رحم عبد رحم كنت اطب يطف نسه صبح محر نضخ طيب,127,5,Bathing (Ghusl) - كتاب الغسل,صعب
149,نبي يدر نسه سعة وحد ليل نهر وهن أنس اوك يطق كنا حدث اعط قوة وقل سعد قتد انس حدث نسة,203,5,Bathing (Ghusl) - كتاب الغسل,صعب
150,رجل ذاء أمر رجل سأل نبي لمك ابن سأل وضأ غسل ذكر,102,5,Bathing (Ghusl) - كتاب الغسل,سهل
151,سأل عئش ذكر قول عمر احب محر نضخ طيب فقل عئش طيب طاف نسه محر,150,5,Bathing (Ghusl) - كتاب الغسل,سهل
152,غسل جنب غسل يده وضأ وضء صلة غسل خلل بيد شعر ظن ارى بشر افض ماء رات غسل سئر جسد وقل كنت غسل رسل انء غرف جمع,269,5,Bathing (Ghusl) - كتاب الغسل,سهل
153,وضع وضء جنب أكفأ بيم شمل مرت ثلث غسل فرج ضرب يده ارض حئط مرت ثلث ضمض نشق غسل وجه ذرع افض رأس ماء غسل جسد نحى غسل رجل فأت خرق فلم يرد جعل نفض بيد,285,5,Bathing (Ghusl) - كتاب الغسل,صعب
154,اقم صلة عدل صفف قيا خرج الي فلم صله ذكر جنب غسل خرج الي رأس قطر كبر فصل معه,192,5,Bathing (Ghusl) - كتاب الغسل,صعب
155,وضع نبي غسل ستر بثب وصب يده غسل صب بيم شمل غسل فرج ضرب بيد ارض مسح غسل ضمض نشق غسل وجه ذرع صب رأس أفض جسد نحى غسل قدم نول ثوب فلم أخذ طلق نفض يده,273,5,Bathing (Ghusl) - كتاب الغسل,صعب
156,كنا صبت احد جنب اخذ بيد ثلث رأس أخذ بيد شقه ايم وبد خرى شقه يسر,120,5,Bathing (Ghusl) - كتاب الغسل,سهل
157,بنو رائيل غسل عرة نظر بعض وسى غسل وحد فقل ولل منع وسى غسل عنا ادر ذهب مرة غسل وضع ثوب حجر ففر حجر بثب خرج وسى اثر ثوب حجر نظر بنو رائيل وسى فقل ولل وسى بأس أخذ ثوب طفق حجر ضرب هرر ولل ندب حجر ضرب حجر,380,5,Bathing (Ghusl) - كتاب الغسل,صعب
158,بين ايب غسل عرا فخر جرد جعل ايب حثي ثوب فند ربه ايب الم اكن اغن ترى وعز غنى برك ورا راهيم وسى عقب صفو عطء يسر ابي هرر نبي بين ايب غسل عرا,294,5,Bathing (Ghusl) - كتاب الغسل,سهل
159,سمع هنئ ابي طلب تقل ذهب عام فتح وجد غسل فطم سره فقل هنئ,148,5,Bathing (Ghusl) - كتاب الغسل,سهل
160,ستر نبي غسل جنب غسل يده صب بيم شمل غسل فرج صبه مسح بيد حئط ارض وضأ وضء صلة رجل افض جسد ماء نحى غسل قدم,220,5,Bathing (Ghusl) - كتاب الغسل,سهل
161,جءت سلم مرأ ابي طلح فقل سحي لحق رأة غسل حلم رأت ماء,205,5,Bathing (Ghusl) - كتاب الغسل,سهل
162,نبي لقه طرق دين جنب خنس ذهب غسل جاء كنت هرر كنت جنب فكر جلس وأن طهر ؤمن نجس,229,5,Bathing (Ghusl) - كتاب الغسل,صعب
163,نبي يطف نسه ليل وحد وله مئذ نسة,88,5,Bathing (Ghusl) - كتاب الغسل,سهل
164,ابي هرر لقي وأن جنب أخذ بيد فمش معه قعد سلل فأت رحل غسل جئت قعد كنت هر فقل هر ؤمن نجس,234,5,Bathing (Ghusl) - كتاب الغسل,صعب
165,سأل عئش اكن نبي رقد جنب وضأ,72,5,Bathing (Ghusl) - كتاب الغسل,سهل
166,عمر خطب سأل رقد احد جنب وضأ احد رقد جنب,118,5,Bathing (Ghusl) - كتاب الغسل,سهل
167,نبي ارد ينم جنب غسل فرج وضأ صلة,80,5,Bathing (Ghusl) - كتاب الغسل,سهل
168,فتى عمر نبي ينم احد جنب وضأ,84,5,Bathing (Ghusl) - كتاب الغسل,سهل
169,ذكر عمر خطب رسل تصب جنب ليل وضأ غسل ذكر نم,153,5,Bathing (Ghusl) - كتاب الغسل,سهل
170,جلس شعب ربع جهد فقد وجب غسل,56,5,Bathing (Ghusl) - كتاب الغسل,صعب
171,خبر سأل عثم عفن ارأ جمع رجل مرأ فلم يمن عثم وضأ وضأ صلة غسل ذكر عثم سمع سأل علي ابي طلب زبر عوم طلح عبد أبى كعب عنهم أمرو بذل يحى أخبر سلم عرة زبر خبر ايب خبر سمع,393,5,Bathing (Ghusl) - كتاب الغسل,صعب
172,ابي ايب ابى كعب جمع رجل رأة فلم نزل غسل مس رأة وضأ يصل عبد غسل احط وذك اخر بين خلف,225,5,Bathing (Ghusl) - كتاب الغسل,سهل
173,خرج نرى لحج فلم كنا سرف حضت دخل وأن ابك فست امر كتب بنت ادم فقض يقض حاج تطف بيت ضحى نسه بقر,280,6,Menstrual Periods - كتاب الحيض,صعب
174,كنت رجل رأس وأن حئض,54,6,Menstrual Periods - كتاب الحيض,صعب
175,سئل خدم حئض دنو مني رأة وهى جنب عرة هين وكل خدم وليس بأس خبر عئش انه رجل تعن رأس وهي حئض رسل حينئذ جار سجد يدن رأس وهى حجر رجل وهى حئض,294,6,Menstrual Periods - كتاب الحيض,صعب
176,عئش حدث نبي تكئ حجر وأن حئض قرأ قرآ,89,6,Menstrual Periods - كتاب الحيض,سهل
177,بين نبي ضطجع خمص حضت سلل أخذ ثيب حيض فست فدع ضطجع معه خمل,151,6,Menstrual Periods - كتاب الحيض,صعب
178,كنت غسل نبي انء كلا جنب أمر أتزر بشر وأن حئض خرج رأس عكف أغسل وأن حئض,158,6,Menstrual Periods - كتاب الحيض,صعب
179,احد حئض أرد بشر امر تزر فور حيض بشر وأي يمل ارب نبي يمل ارب,183,6,Menstrual Periods - كتاب الحيض,صعب
180,ارد بشر مرأ نسه امر تزر وهى حئض,90,6,Menstrual Periods - كتاب الحيض,سهل
181,خرج فطر صلى فمر نسء عشر نسء صدق فإن ارت اهل نار فقل وبم كثر لعن كفر عشر رأت نقص عقل ودن ذهب للب رجل حزم احد قلن نقص دين عقل الس شهد رأة نصف شهد رجل قلن فذل نقص عقل الس حضت تصل ولم تصم قلن فذل نقص دين,478,6,Menstrual Periods - كتاب الحيض,صعب
182,خرج نبي ذكر لحج فلم جئن سرف طمث دخل نبي وأن ابك يبك ودد ولل اني احج عام لعل نفس شىء كتب بنت ادم فعل فعل حاج تطف بيت طهر,314,6,Menstrual Periods - كتاب الحيض,صعب
183,انه فطم ابي حبش رسل طهر أدع صلة عرق وليس حيض قبل حيض فتر صلة قدر غسل عنك لدم وصل,243,6,Menstrual Periods - كتاب الحيض,صعب
184,انه سأل مرأ فقل ارأ احد اصب ثوب لدم حيض صنع اصب ثوب احد لدم حيض قرص نضح بمء تصل,240,6,Menstrual Periods - كتاب الحيض,صعب
185,احد تحض قرص لدم ثوب طهر غسل نضح سئر تصل,90,6,Menstrual Periods - كتاب الحيض,صعب
186,نبي عكف معه نسه وهى حاض ترى لدم فرب وضع طست تحت لدم زعم عئش رأت ماء عصفر فقل شىء فلن تجد,169,6,Menstrual Periods - كتاب الحيض,صعب
187,عكف مرأ زوج فكن ترى لدم صفر طست تحت وهى تصل,104,6,Menstrual Periods - كتاب الحيض,صعب
188,امه ؤمن عكف وهى حاض,44,6,Menstrual Periods - كتاب الحيض,سهل
189,إحد ثوب تحض صبه شىء دم برق قصع ظفر,88,6,Menstrual Periods - كتاب الحيض,صعب
190,كنا نهى نحد ميت زوج شهر عشر كتحل تطب لبس ثوب صبغ ثوب عصب رخص طهر غسل احد حيض نبذ كست ظفر وكن نهى تبع جنز روه هشم حسن حفص عطة نبي,296,6,Menstrual Periods - كتاب الحيض,صعب
191,مرأ سأل نبي غسل حيض أمر غسل خذي فرص مسك طهر طهر طهر طهر جبذ فقل تبع اثر لدم,240,6,Menstrual Periods - كتاب الحيض,صعب
192,مرأ صار نبي غسل حيض خذي فرص مسك وضئ ثلث نبي ستح أعرض بوج وضئ أخذ جذب أخبر يرد نبي,251,6,Menstrual Periods - كتاب الحيض,صعب
193,هلل حجة ودع فكن متع ولم يسق هدى زعم انه حضت ولم طهر دخل ليل عرف فقل ليل عرف كنت معت عمر قضي رأس مشط أمس عمر فعل فلم قضت لحج امر عبد رحم ليل حصب أعمر نعم كان عمر نسك,365,6,Menstrual Periods - كتاب الحيض,صعب
194,خرج واف هلل حجة احب يهل عمر هلل فإن اني اهد أهلل عمر أهل بعض عمر أهل بعض بحج وكن اهل عمر أدر يوم عرف وأن حئض شكو نبي دعي عمر نقض رأس مشط أهل بحج فعل ليل حصب رسل معي اخي عبد رحم ابي بكر خرج نعم أهلل عمر كان عمر هشم ولم يكن شىء هدى صوم صدق,480,6,Menstrual Periods - كتاب الحيض,صعب
195,عز وجل وكل رحم لكا رب نطف رب علق رب ضغة ارد يقض خلق ذكر نثى شقي سعد فما رزق اجل كتب بطن امه,170,6,Menstrual Periods - كتاب الحيض,سهل
196,خرج نبي حجة ودع فمن اهل عمر ومن اهل بحج قدم مكة حرم عمر ولم يهد حلل حرم عمر أهدى يحل يحل نحر هده اهل بحج فلي حجه فحض فلم ازل حئض يوم عرف ولم هلل عمر أمر نبي نقض رأس أمتشط أهل بحج أتر عمر فعل قضت حجي بعث معي عبد رحم ابي بكر أمر عمر كان عمر نعم,476,6,Menstrual Periods - كتاب الحيض,صعب
197,تحض سأل نبي عرق ولس حيض قبل حيض فدع صلة دبر غسل وصل,136,6,Menstrual Periods - كتاب الحيض,سهل
198,مرأ لعش تجز احد صلت طهر فقل حري كنا نحض نبي أمر فعل,143,6,Menstrual Periods - كتاب الحيض,صعب
199,حضت وأن نبي خمل سلل خرج أخذ ثيب حيض لبس فست فدع أدخل معه خمل حدث نبي قبل صئم وكن غسل نبي انء جنب,321,6,Menstrual Periods - كتاب الحيض,صعب
200,بين نبي ضطجع خمل حضت سلل أخذ ثيب حيض فست فقل فدع ضطجع معه خمل,150,6,Menstrual Periods - كتاب الحيض,صعب
201,كنا منع عتق خرج عيد قدم مرأ نزل قصر بني حدث اخت زوج اخت غزا نبي ثنتى وكانت اخت معه كنا ندو كلمى نقم رضى سأل اخت نبي على احد بأس يكن جلباب خرج لبس صحب جلباب شهد خير دعو سلم فلم قدم عطة سأل سمع نبي بأب وكانت ذكر بأب سمع خرج عتق وذو خدر عتق ذوت خدر حيض شهد خير دعو ؤمن عزل حيض صلى حفص فقل حيض فقل الس شهد عرف وكذ وكذ,643,6,Menstrual Periods - كتاب الحيض,صعب
202,فطم ابي حبش سأل نبي حاض طهر أدع صلة عرق دعي صلة قدر ايم كنت تحض غسل وصل,187,6,Menstrual Periods - كتاب الحيض,سهل
203,كنا نعد كدر صفر شيئ,33,6,Menstrual Periods - كتاب الحيض,صعب
204,حبب حيض سنن سأل أمر غسل عرق فكن غسل صلة,136,6,Menstrual Periods - كتاب الحيض,صعب
205,انه رسل صفة حيى حضت لعل حبس الم تكن طفت عكن فقل خرج,191,6,Menstrual Periods - كتاب الحيض,صعب
206,رخص حئض نفر حضت عمر امر انه نفر سمع نفر رخص,143,6,Menstrual Periods - كتاب الحيض,صعب
207,قبل حيض فدع صلة دبر غسل عنك لدم وصل,66,6,Menstrual Periods - كتاب الحيض,سهل
208,مرأ اتت بطن صلى عليها نبي فقم وسط,72,6,Menstrual Periods - كتاب الحيض,صعب
